index,word,token_count,lemma,phrase_count
3025,kɔ́ŋɔ̀ŋɔ̀nɛ̀t̪ɛ̀,15,ɔŋɔŋɔn-ɛt̪,6
3026,ŋɔ́ŋɔ̀ŋɔ̀nìjɔ̀,2,ɔŋɔŋɔnij,1
3027,ŋúɽìðìðì,2,uɽið-ið,1
3028,ŋúɽìðìðɔ̀,3,uɽiðið,1
3029,ðúɽíðíðɔ́,2,uɽiðið,1
3030,ðúɽìðìðɔ̀,3,uɽiðið,1
3031,ðáŋìŋnìjú,1,aŋ-in-ij,1
3032,ðɔ́ŋɔ̀ŋɔ̀nìjɔ̀,2,ɔŋɔŋɔnij,1
3033,ðútíðɔ́,2,utið,1
3034,ðútìðɔ̀,3,utið,2
3035,ŋə̀vɜ̀ɽì,3,vɜɽ,1
3036,ŋə̀vɔ̀ɽɔ̀,2,vɜɽ,2
3037,ðúdɔ́,6,ud,3
3038,lìbátɛ́ŕ,2,ib,1
3039,ìbɛ́j,2,ìb,1
3040,lə̀bɛ́j,1,ìb,1
3041,lə̀bɛ́n,2,ìb,2
3042,wàáj,2,wa,2
3043,wááj,2,wa,2
3044,ðə́vɜ̀ɽì,3,vɜɽ,1
3045,ŋə̀və̀lɛ̀cì,3,vəlɛc,1
3046,kə́rùŋìnɛ̀t̪ɛ̀,3,ruŋ-in-ɛt̪,1
3047,ŋə̀və̀lɔ̀cɔ̀,3,vəlɛc,1
3048,ðə́və́lɔ́cɔ́,2,vəlɛc,1
3049,ðə́və̀lɔ̀cɔ̀,3,vəlɛc,1
3050,ŋírcə̀cì,3,ircəc,1
3051,lə̀bàlɛ́n,1,ìb,1
3052,ðírcə̀cɔ̀,3,ircəc,2
3053,ŋábr̀ì,2,abr,1
3054,ŋábr̀à,3,abr,1
3055,ðábr̀à,5,abr,2
3056,ŋáɽì,12,aɽ,3
3057,ðáɽà,3,aɽ,1
3058,ŋɛ́ɽðì,5,ɛɽð,2
3059,ŋɛ́ɽðà,2,ɛɽð,1
3060,ðɛ́ɽðá,3,ɛɽð,1
3061,ðɛ́ɽðà,3,ɛɽð,1
3062,ŋáwì,3,aw,1
3063,ŋírcə̀cɔ̀,2,ircəc,1
3064,lɔ̀ràláj,4,ɔ̀r,2
3065,lɔ̀ràlàló,2,ɔ̀r,1
3066,làɾl̀áló,1,aɾl,1
3067,ùnàló,2,ùn,1
3068,ðə́túðá,10,tuð,4
3069,kârɔ̀,16,kârɔ̀,7
3070,kɔ̀ðɔ́,2,ɔð,1
3071,ɛ́rɔ̌,4,ɛ́<CL>ɔ̌,3
3072,ðíðà,2,ð-ið,1
3073,ðút̪à,2,ut̪,1
3074,lə̀bàlɛ́j,1,ìb,1
3075,lə̀bàló,1,ìb,1
3076,ðúɽìðà,3,uɽið,1
3077,kɔ̀cɔ́,2,kɛc,1
3078,lajláj,3,wa,3
3079,lajlàló,4,wa,3
3080,t̪àló,7,ŋgá,3
3081,ɛ̀mànɜ̀lí,3,ɛ̀màn,2
3082,ɛ̀mànɜ̀lír,1,ɛ̀màn,1
3083,ɛ̀rə̀mt̪ɛ́j,3,rə̀mt̪,2
3084,ɛ̀rə̀mt̪àló,2,rə̀mt̪,1
3085,ɛ̀rə̀mt̪ɛ́n,2,rə̀mt̪,1
3086,ùnɛ́j,7,ùn,3
3087,ùnɛ́n,2,ùn,1
3088,ùnɜ̀lí,11,ùn,6
3089,rə̀mt̪,12,rə̀mt̪,6
3090,ðɛ́ŋɛ́n,19,ðɛ́ŋɛ́n,7
3091,ðɛ́ŋɛ́ná,7,ðɛ́ŋɛ́n,3
3092,r̀ðɛ̀,12,r̀ðɛ̀,5
3093,lóðà,4,lòðì,1
3094,ŋíjà,8,ij,3
3095,ŋìjà,14,ij,6
3096,lʊ́mbɛ́,10,lʊ́mbɛ́,4
3097,ɲávə̀lɛ̀ðɔ́,2,vəlɛð,1
3098,ðə́kɔ́cɔ́,2,kɛc,1
3099,ŋìɾcɔ̀cɔ̀,2,ŋìɾcɔ̀cɔ̀,1
3100,lùɽɟénɛ́,3,lɔ̀ɽɟɛ̀n,1
3101,lácàcí,3,lac-ac,1
3102,ŋùðɛ́ɾɛ́,3,ŋùðɛ́r,1
3103,lɔ̀t̪á,3,lɔ̀t̪ɔ́,2
3104,ìmbə̀ɽá,3,ìmbɽá,1
3105,ìɾcɔ̀cɔ̀,6,ìɾìcɔ̀cɔ̀,3
3106,ìbàló,2,ìb,1
3107,ìbɛ́n,4,ìb,3
3108,wàɜ̀lí,6,wa,5
3109,játɛ́,16,ŋgá,7
3110,wàɜ̀lír,3,wa,2
3111,ðâj,9,<CL>âj,5
3112,ðáðɛ́,6,ŋgá,6
3113,ɛ̀ðɛ̀ŋgɛ́n,1,ɛ̀ðɛ̀ŋg,1
3114,jɛ́ɽìɲɔ́,6,ɽiɲ,2
3115,cʊ́mú,6,cʊ̀mú,2
3116,nd̪ɔ́bàgɛ̀,5,nd̪ɔ̀bàgɛ̀,3
3117,ŋə́ðɛ̀,4,ð,2
3118,ŋə́ðà,3,ð,1
3119,ðə́ðá,5,ð,2
3120,ðə́ðà,8,ð,4
3121,ŋə̀nɛ̀ðɛ̀,5,nɛð,2
3122,làjl̀ɜ̀lír,1,wa,1
3123,ɛ̀màðɜ̀lí,7,ɛ̀màð,4
3124,ɛ̀màðɜ̀lír,3,ɛ̀màð,2
3125,lɔ̀ràlɜ̀lí,3,ɔ̀r,2
3126,lɔ̀ràlɜ̀lír,1,ɔ̀r,1
3127,ìbɜ̀lí,6,ìb,5
3128,ŋáɽìðì,5,aɽ-ið,1
3129,ðɔ́dà,22,ɔd,7
3130,ŋáɽìðà,3,aɽ-ið,1
3131,ŋɛ́rá,3,lə̀ré,3
3132,nə̀nɔ̀nɛ̀,3,nɔn,2
3133,t̪ə̀r̀à,2,r,2
3134,ŋə̀nɔ̀nɛ̀,6,nɔn,3
3135,kɔ̀ɾìt̪ɔ́,2,ɔɾ-it̪,1
3136,bɔ̀lìt̪ɔ́,2,bɔl-it̪,2
3137,lɛlɜ̀lí,3,lɛŋg,2
3138,lɛlɜ̀lír,2,lɛŋg,1
3139,jɛ́r̀nɔ́,4,rn,1
3140,jìt̪ɔ́,9,j-it̪,5
3141,ŋɛ́nà,2,<CL>ɛ́nà,2
3142,ðə́nɛ̀ðà,7,nɛð,2
3143,ðə́t̪ɔ́,23,t̪,7
3144,ŋàŋúŋɛ́,4,aŋ,1
3145,ŋə̀ŋàŋà,4,ŋaŋ,1
3146,pɔ́ŕ,4,p,1
3147,ðə́ŋàŋà,4,ŋaŋ,1
3148,ŋúrmùðɛ̀,4,urmuð,1
3149,ŋə̀mùt̪ìnɛ̀,3,mut̪in,1
3150,ŋə̀mùt̪ìnɔ̀,3,mut̪in,1
3151,ðúrmùðɔ̀,4,urmuð,1
3152,ŋə̀vr̀ðɛ̀,3,vrð,1
3153,ŋə̀vr̀ðɔ̀,4,vrð,1
3154,ðə́vr̀ðɔ̀,4,vrð,1
3155,ŋə̀mùt̪ɛ̀,4,mut̪,2
3156,ŋə̀nɛ̀ðà,9,nɛð,5
3157,ðə́nɛ́ðá,8,nɛð,2
3158,ðə́mùt̪ɔ̀,4,mut̪,1
3159,ŋábùðà,3,abuð,1
3160,ðábùðà,3,abuð,1
3161,ŋúrmùðɔ̀,3,urmuð,1
3162,ðúrmúðɔ́,5,urmuð,1
3163,ðáɽíðá,4,aɽ-ið,1
3164,ðáɽìðà,3,aɽ-ið,1
3165,ðàbà,25,ðàbà,8
3166,ŋáŋà,21,aŋ,10
3167,ðáŋá,13,aŋ,8
3168,ðábà,3,ðàbà,1
3169,ðáŋà,302,aŋ,119
3170,ŋùmɔ̀t̪ɔ̀,3,um-ɛt̪,1
3171,ðə́mút̪ɔ́,3,mut̪,1
3172,ðájà,2,aj,1
3173,ŋə̀kàɾì,2,kaɾ,1
3174,ŋə̀kàɾà,3,kaɾ,1
3175,ðə́káɾá,4,kaɾ,1
3176,lə́rùðɛ̀,4,ruð,1
3177,ŋə́ǹdì,3,nd,2
3178,ŋúd̪ɛ̀,3,ud̪,2
3179,ðə́d̪ùɾɔ̀,4,d̪uɾ,1
3180,ŋídì,15,id,13
3181,ŋídɔ̀,13,id,7
3182,ðídɔ́,6,id,2
3183,ŋájì,6,aj,2
3184,ðə́rúŋɔ́,3,ruŋ,1
3185,ðə́rùŋɔ̀,2,ruŋ,1
3186,ìjàló,6,ìj,3
3187,ðíðɔ́,4,ið,2
3188,ŋùdì,3,ud,1
3189,ŋùdɔ̀cɔ̀,4,ud-ɛc,1
3190,ðə́mùt̪ìnɔ̀,4,mut̪in,1
3191,ŋɔ́ŋɔ̀ŋɔ̀nɛ̀,2,ɔŋɔŋɔn,1
3192,ŋɔ́ŋɔ̀ŋɔ̀nɔ̀,2,ɔŋɔŋɔn,1
3193,ðáŋúŋú,1,aŋ,1
3194,ðíðɔ̀,4,ið,1
3195,ŋə̀kìðɔ̀,3,kið,1
3196,nə̀rùŋì,3,ruŋ,1
3197,nə̀rùŋɔ̀,3,ruŋ,1
3198,nít̪ìnɔ́,1,n-it̪-in,1
3199,ámálɛ́,1,ámál,1
3200,àmál,3,ámál,1
3201,ðɔ́ŋɔ̀ŋɔ̀nɔ̀,1,ɔŋɔŋɔn,1
3202,ŋə́pɛ̀,2,p,1
3203,ŋə́pɔ̀,3,p,1
3204,ðə́pɔ̀,3,p,1
3205,ðə́t̪ɔ̀,9,t̪,3
3206,ŋə̀tùtɛ̀,2,tut,1
3207,ŋə̀tùtɔ̀,3,tut,1
3208,ðə́tútɔ́,3,tut,1
3209,ðə́tùtɔ̀,3,tut,1
3210,ðɔ́ŋɔ́ŋɔ́nɔ́,2,ɔŋɔŋɔn,1
3211,ðáŋìŋnú,1,aŋ-in,1
3212,ŋúmɛ̀ðɛ̀,5,umɛð,1
3213,jàŋàlà,11,ðàŋàl,3
3214,ŋúmɔ̀ðɔ̀,3,umɛð,1
3215,ðúmɔ́ðɔ́,3,umɛð,1
3216,ðúmɔ̀ðɔ̀,3,umɛð,1
3217,ŋə́t̪ì,11,t̪(2),4
3218,ŋə́t̪ɔ̀,8,t̪,3
3219,ùt̪ùlá,17,ùt̪ùlú,7
3220,lúɽùvɔ́,2,lùɽùvɔ́,2
3221,ŋùɽbɔ́,3,lùɽbí,1
3222,jàbà,6,ðàbà,2
3223,ŋə̀vàrì,2,var,1
3224,ŋút̪úl,5,ut̪,2
3225,ùt̪ùlú,8,ùt̪ùlú,6
3226,lùt̪ùlú,3,ùt̪ùlú,2
3227,ŋə́ǹdà,3,nd,1
3228,ðə́ńdá,3,nd,1
3229,ŋə́t̪à,3,t̪(2),1
3230,ðə́t̪à,3,t̪(2),1
3231,ŋə̀vàɾà,3,vaɾ,1
3232,ðə́vàɾà,3,vaɾ,1
3233,ðìjɔ̀,28,ðìjɔ̀,13
3234,ŋə̀t̪ɔ̀ɽà,2,t̪ɔɽ,1
3235,ðə́t̪ɔ́ɽá,3,t̪ɔɽ,1
3236,ðíjɔ̀,7,ð-ij,2
3237,və́lɛ̀ðìnɔ̀,15,vəlɛð-in,7
3238,ðə́t̪ɔ́t̪á,3,t̪ɔt̪,1
3239,ðə́t̪ɔ̀t̪à,3,t̪ɔt̪,1
3240,ŕðɛ̀,19,r̀ðɛ̀,8
3241,ŋə̀t̪ɔ̀ɽɛ̀,2,t̪ɔɽ,1
3242,óɽùwɛ́l,3,òɽùwɛ́l,3
3243,ðə́t̪ɔ̀ɽà,3,t̪ɔɽ,1
3244,ŋə́t̪ɔ̀t̪ɛ̀,2,t̪ɔt̪,1
3245,ŋə́t̪ɔ̀t̪à,3,t̪ɔt̪,1
3246,nɔ́ðɛ̀ŋìnà,2,ɔ̀ðə̀ŋɪ̀nà,1
3247,ŋùɽbí,3,lùɽbí,2
3248,ŋùɽví,3,lùɽbí,2
3249,ŋánt̪ɛ̀,4,ant̪,1
3250,ŋɔ́nt̪ɔ̀,1,ant̪,1
3251,ðə́jɛ́ðá,3,jɛð,1
3252,ðə́jɛ̀ðà,4,jɛð,1
3253,ŋíjɛ̀,3,ij,2
3254,ðə́ðìŋnú,6,ð-in,2
3255,úɽùwɔ̀,6,ùɽùwɔ̀,2
3256,ðə́ðáŋà,1,ð,1
3257,ŋə̀bìɽɛ̀,2,biɽ,1
3258,ŋɔ̀bə̀ðà,2,ɔbəð,1
3259,ðə́dɔ̀ŋðà,6,dɔŋð,2
3260,ðɔ́mɔ̀ŋnú,5,amɔn,2
3261,ŋát̪ìnɛ̀,4,ŋat̪-in,2
3262,ŋə́ðìnɔ̀,3,ð-in,1
3263,və̀lɛ̀ðìnɔ́,27,vəlɛð-in,9
3264,lùt̪ùlá,3,ùt̪ùlú,2
3265,ðílɔ́ðɔ́,2,ilɛð,1
3266,ðílɔ̀ðɔ̀,3,ilɛð,1
3267,ŋínd̪ɛ̀t̪ɛ̀,2,ind̪ɛt̪,1
3268,ŋínd̪ɔ̀t̪ɔ̀,3,ind̪ɛt̪,1
3269,ðínd̪ɔ́t̪ɔ́,2,ind̪ɛt̪,1
3270,ðínd̪ɔ̀t̪ɔ̀,3,ind̪ɛt̪,1
3271,ŋ́cɔ́lɔ̀,14,ŋ̀cɔ́lɔ̀,5
3272,íbí,14,ib,8
3273,kə̀jɔ́,3,j,3
3274,ŋìjìðì,2,ij-ið,2
3275,ŋə̀jɛ̀ðà,2,jɛð,1
3276,ŋádɔ̀ŋɔ̀nɛ̀,4,adɔŋɔn,1
3277,ŋə́dɔ̀ŋðà,4,dɔŋð,1
3278,ŋə̀vɾàðà,4,vɾað,1
3279,ŋə̀vɾàðɛ̀,2,vɾað,1
3280,ðə́vɾáðá,3,vɾað,1
3281,ðə́vɾàðà,3,vɾað,1
3282,ðə́lɔ́ɽá,3,lɔɽ,1
3283,lə̀vàrɛ́ló,1,var,1
3284,kɛ́cí,1,kɛc,1
3285,t̪ɔ́wə̀nìdìbɔ́ðɔ̀,1,t̪ɔ́wə̀nìdìbɔ́ðɔ̀,1
3286,ŋə̀kɔ̀t̪ɛ̀,3,kɔt̪,1
3287,ŋə̀mìɲɛ̀,2,miɲ,1
3288,ŋə̀lèŋt̪ɛ̀,3,leŋt̪,1
3289,ŋə̀lèŋt̪à,2,leŋt̪,1
3290,ðə́léŋt̪á,2,leŋt̪,1
3291,álú,32,àlú,13
3292,ðə́lèŋt̪à,3,leŋt̪,1
3293,ŋə̀lɔ̀ɽɛ̀,3,lɔɽ,2
3294,ŋə̀lɔ̀ɽà,2,lɔɽ,1
3295,ŋílɔ̀ðɔ̀,3,ilɛð,1
3296,ðə́lɔ̀ɽà,3,lɔɽ,1
3297,ŋə̀mɛ̀ðɛ̀,3,mɛð,2
3298,ŋə̀mɛ̀ðà,2,mɛð,1
3299,ðə́mɛ́ðá,3,mɛð,1
3300,ðə́mɛ̀ðà,3,mɛð,1
3301,mɛ́ðìnɛ̀,1,mɛð-in,1
3302,ŋə̀mɛ̀ðìnɛ̀,1,mɛð-in,1
3303,və́lɛ̀ðìnɛ̀,5,vəlɛð-in,3
3304,ðə́bíɽɔ́,3,biɽ,1
3305,ðə́bìɽɔ̀,3,biɽ,1
3306,ŋícò,7,ico,4
3307,ŋílɛ̀ðɛ̀,3,ilɛð,1
3308,ðə́kɔ́t̪á,3,kɔt̪,1
3309,ðə́kɔ̀t̪à,3,kɔt̪,1
3310,kə̀ɲɛ̀làcíŋì,4,ɲɛlac,1
3311,kə̀ɲɛ̀làcáŋà,4,ɲɛlac,1
3312,kə̀və̀lɛ̀ðɔ́ŋ,5,vəlɛð,3
3313,ŋə́kɔ̀t̪à,2,kɔt̪,1
3314,kə̀və̀lɛ̀ðɔ́lɔ́ŋú,2,vəlɛð,1
3315,kə́lə̀ŋɔ́,6,ləŋ,3
3316,kìbìnáŋà,2,ib-in,1
3317,ŕná,2,rn,2
3318,káɾl̀ɛ́ŋí,2,aɾl,2
3319,ŋìðìnɔ̀,2,ið-in,2
3320,ánɔ̀nɔ́,1,nɔn,1
3321,jɛ́r̀lɛ̀ɲí,8,rlɛɲ,4
3322,jə́və̀lɛ̀ðɔ́,2,vəlɛð,1
3323,nɔ́dɛ̀,4,ɔd,3
3324,ŋìðɛ́ŋí,2,ið,1
3325,ŋúmɛ̀,6,um,2
3326,ŋə́mà,14,ŋə̀mà,5
3327,ðə́m̀à,3,m,1
3328,ðə́ŋárðá,3,ŋarð,1
3329,ðə́ŋàrðà,3,ŋarð,1
3330,ɛ̀lə̀ŋà,10,ðə̀lə̀ŋà,5
3331,ŋə̀mìɲà,7,miɲ,3
3332,ŋə́ná,2,l̀ná,1
3333,ðɛ́nà,5,<CL>ɛ́nà,2
3334,ɛ́lə̀ŋà,3,ðə̀lə̀ŋà,1
3335,ðə̀làŋà,1,laŋ,1
3336,núnɛ́,13,òn,4
3337,ŋə̀nɔ̀nà,4,nɔn,2
3338,ðə́nɔ́ná,4,nɔn,2
3339,ŋɔ́dɛ̀,3,ɔd,2
3340,ɛ̀ŋná,4,ɛ̀ŋná,3
3341,ŋɔ́dà,2,ɔd,1
3342,ðɔ́dá,3,ɔd,1
3343,ŋə̀ná,3,l̀ná,1
3344,ŋ́ná,7,l̀ná,3
3345,ðɔ́ɽá,10,ɔɽ,3
3346,ðɔ́ɽà,3,ɔɽ,1
3347,ðáɽə́ŋát̪á,3,aɽəŋat̪,1
3348,ŋə́r̀dà,2,rd,1
3349,ðɛ́rdá,3,ɛrd,1
3350,ŋə̀ɾ̀làndɛ̀,2,ɾland,1
3351,ŋə̀ɾ̀làndà,2,ɾland,1
3352,ðə́ɾ́lándá,3,ɾland,1
3353,ðə́ɾ̀làndà,3,ɾland,1
3354,ŋɔ́rà,4,órá,2
3355,ðə́r̀à,3,r,1
3356,ŋə́r̀dɛ̀,2,rd,1
3357,íɾìcɔ̀cɔ̀,5,ìɾìcɔ̀cɔ̀,2
3358,ŋə́r̀ɛ̀,2,r,1
3359,ŋə̀bùrŋ̀à,13,burŋ,7
3360,ŋə̀bùrŋ̀ɛ̀,14,burŋ,7
3361,kə̀ɲɛ̀làcátɛ́,8,ɲɛlac,2
3362,kə̀ɲɛ̀làcátɛ́ŕ,1,ɲɛlac,1
3363,kɛ̀cìŋgàlàlátɛ́r,4,kɛ̀cìŋgàlàlátɛ́r,1
3364,ŋábr̀t̪ɛ̀,3,abrt̪,1
3365,ŋábr̀t̪à,3,abrt̪,1
3366,ðábr̀t̪à,3,abrt̪,1
3367,ŋábòt̪ɛ̀,3,abot̪,1
3368,ŋábòt̪à,3,abot̪,1
3369,ðábót̪á,6,abot̪,2
3370,ŋáɽə̀ŋàt̪ɛ̀,2,aɽəŋat̪,1
3371,ðáɽə̀ŋàt̪à,3,aɽəŋat̪,1
3372,ŋálèŋɛ̀,3,aleŋ,2
3373,ŋálèŋà,2,aleŋ,1
3374,ðálèŋà,3,aleŋ,1
3375,ŋápɛ̀,3,ap,1
3376,ðábŕt̪á,3,abrt̪,1
3377,àbr̀ó,16,abr,5
3378,líɾcɔ̀cɔ̀,1,ìɾìcɔ̀cɔ̀,1
3379,ŋárðìnɛ̀,5,ŋarð-in,4
3380,ðáɾðá,3,aɾð,1
3381,ðáɾðà,3,aɾð,1
3382,ŋápà,5,ap,4
3383,ðápá,4,ap,2
3384,ðə́lɔ̀ɽìŋjú,15,lɔɽ-ij,6
3385,ðíɲínɔ́,1,ðiɲ(1)-in,1
3386,ðə́lɔ̀ɽɔ́ŋ,1,lɔɽ,1
3387,ðə́búrŋ́á,8,burŋ,2
3388,ŋə̀dɔ̀ŋðɛ̀,3,dɔŋð,1
3389,ŋə̀dɔ̀ŋðà,2,dɔŋð,1
3390,ŋə̀ɽìɲɛ̀,3,ɽiɲ,1
3391,ŋə̀ɽìɲà,2,ɽiɲ,1
3392,kə̀ɲɛ̀làcɜ́llíŕ,3,ɲɛlac,1
3393,kə̀ɲɛ̀làcáɲà,4,ɲɛlac,1
3394,ŋə́kèɲɛ̀,2,keɲ,1
3395,ðə́kéɲá,2,keɲ,1
3396,ðə́kèɲà,3,keɲ,1
3397,ðə́bùrŋ̀à,4,burŋ,1
3398,lìɾcɔ̀cɔ̀,3,ìɾìcɔ̀cɔ̀,1
3399,ðə́ɽíɲá,2,ɽiɲ,1
3400,ðə́ɽìɲà,3,ɽiɲ,1
3401,ɔ̀ɽɟɛ̀cí,66,ɔɽɟɛc,17
3402,ŋgɛ́gɛ́,1,ŋgá,1
3403,kə̀ɲɛ̀làcíŋí,5,ɲɛlac,1
3404,kə̀ɲɛ̀làcáŋá,3,ɲɛlac,1
3405,kə̀ɲɛ̀làcáló,3,ɲɛlac,1
3406,kə̀ɲɛ̀làcáɲá,3,ɲɛlac,1
3407,kə̀ɲɛ̀làcíl,3,ɲɛlac,1
3408,t̪ə̀və̀lɛ̀ðɛ́ŋì,3,vəlɛð,1
3409,kə̀ɲɛ̀làcéɲárɛ́,3,ɲɛlac,1
3410,kə̀ɲɛ̀làcíŋ,15,ɲɛlac,3
3411,lə̀ɲɛ̀làcílɔ́ŋú,4,ɲɛlac,1
3412,kàŋâ,7,ŋgá,2
3413,kɛ̀,64,ŋgá,37
3414,kàŋì,14,aŋ,7
3415,kɔ̀ɽɟɛ̀cáŋá,3,ɔɽɟɛc,2
3416,kɔ̀ɽɟɛ̀cáŋágɛ́,1,ɔɽɟɛc,1
3417,rə́və̀lɛ̀ðáɲárɛ́,8,vəlɛð,1
3418,kɔ́ɽɟɛ̀cí,1,ɔɽɟɛc,1
3419,t̪ɔ́ɽɟɛ̀cíŋì,4,ɔɽɟɛc,1
3420,ðùɽá,3,ðuɽ,2
3421,kə̀nɛ̀ðéɲárɛ́,2,nɛð,1
3422,rɔ́mɔ̂,9,rɔ́mɔ̂,3
3423,jɔ́ɽɟɛ̀cáŋà,4,ɔɽɟɛc,1
3424,kə̀və̀lɛ̀ðlɔ́ŋú,2,vəlɛð,1
3425,kɛ̀ɾɔ́,6,kɛɾ,4
3426,léɲá,112,ŋgá,17
3427,kàl,5,ŋgá,4
3428,t̪ə̀mɛ̀rðɔ́,3,mɛrð,3
3429,mɛ̀rðɔ́,26,mɛrð,15
3430,rə̀jɛ̀ðéɲárɛ́,6,jɛð,1
3431,kàŋà,4,aŋ,1
3432,və̀lɛ̀ðìnɔ́ŕ,4,vəlɛð-in,1
3433,jìdìjí,2,id-ij,2
3434,ðícíŋgɛ́lálá,2,ðícíŋgɛ́lálá,1
3435,ðícìŋgɛ̀làlà,3,ðícìŋgɛ̀làlà,1
3436,kə̀mɛ̀ðátɛ́ŕ,1,mɛð,1
3437,lə́ðátɛ́ŕ,1,ð,1
3438,və́lɛ́ðínɔ́,4,vəlɛð-in,1
3439,íŋgáĺl,3,ŋgá,1
3440,lɛ̀cìŋgɛ̀làlí,3,lɛ̀cìŋgɛ̀làlí,1
3441,làcíŋgɛ̀làlì,4,làcíŋgɛ̀làlì,1
3442,lácíŋgɛ̀làlà,3,lácíŋgɛ̀làlà,1
3443,lácìŋgɛ̀làlí,3,lácìŋgɛ̀làlí,1
3444,ŋùdíŋɛ́,1,ud,1
3445,ŋút̪ìnɔ̀,4,ut̪-in,2
3446,ŋə́ŋt̪ɔ̀t̪ú,1,t̪-ɛt̪,1
3447,nâl,3,ŋgá,1
3448,mút̪ɔ̀t̪ɔ̀,1,mut̪-ɛt̪,1
3449,ùdúlə́ŋàɲà,1,ùdúlə́ŋàɲà,1
3450,láŋáɲà,4,aŋ,2
3451,lə́lə̀ŋáɲà,1,ləŋ,1
3452,àŋú,279,aŋ,124
3453,ŋùd̪ɔ̀t̪áɲà,2,ud̪-ɛt̪,2
3454,ndŕdɔ́,3,írdɔ́,2
3455,ŋɔ́rɔ́,3,lɔ́rɔ́,1
3456,nɜ́rʊ́,3,ɜ́ɾʊ́,1
3457,jɔ̀ndɔ̀,3,ðɔ̀ndɔ̀,1
3458,nàlbríð,3,àlbríð,1
3459,ámɔ̀nɛ̀,14,amɔn,7
3460,ámɛ̀rðɔ́,3,mɛrð,2
3461,mɛ́rðà,9,mɛrð,6
3462,nɔ̀ðɛ̀ŋìnà,11,ɔ̀ðə̀ŋɪ̀nà,4
3463,ŋɔ́mɛ́,2,lɔ́mɛ́,1
3464,ŋə̀vàvɾì,3,lə̀vàvɾì,1
3465,lúrɔ̀,3,ur,2
3466,ìɾdɛ̀cí,1,iɾdɛc,1
3467,ŋíɾdɛ̀cì,2,iɾdɛc,2
3468,jɜ́ŋdɛ̀cú,1,ɜd-ɛc,1
3469,kə́r̀nà,6,rn,6
3470,ŋárdɛ̀cɔ̀t̪ɔ̀lɲánú,1,ŋárdɛ̀cɔ̀t̪ɔ̀lɲánú,1
3471,ɟígrə̀mnǎ,1,ɟígrə̀mnǎ,1
3472,ìrdɔ̀dɔ̀t̪ɔ́,1,irdɛd-ɛt̪,1
3473,jálèŋɔ́,3,aleŋ,2
3474,ímàɽðɛ́ná,2,èmàɽðɛ́n,2
3475,kìbáɲà,3,ib,2
3476,kə̀lə̀ŋɔ́,1,ləŋ,1
3477,ɔ́dɔ̀ŕ,1,ɜd,1
3478,ɔ́dɔ́ŕ,2,ɔd,1
3479,lə́vɜ̀ɽì,1,vɜɽ,1
3480,ŋíðìŋjú,4,ið-ij,2
3481,ŋə́r̀ɛ́ŋí,1,r,1
3482,kíbíŋú,1,ib,1
3483,nàl,57,ŋgá,22
3484,lə̀cə̀là,3,ìcə̀là,3
3485,lírcɛ̀cɔ̀,6,ìɾìcɔ̀cɔ̀,3
3486,íɾdɛ̀cì,3,iɾdɛc,3
3487,kɜ́ní,6,kɜ́ní,6
3488,jɔ́ðìnɔ́,1,ɔð-in,1
3489,ŋàcìjí,2,ŋac-ij,2
3490,t̪ə̀ŋàcíl,1,ŋac,1
3491,ŋə́ŋàŋáɲà,1,ŋaŋ,1
3492,ŋáŋáɲà,2,aŋ,2
3493,ŋùdóɾŋɛ́ŋầɲà,1,ŋùdóɾŋɛ́ŋầɲà,1
3494,ŋácíjí,4,ŋac-ij,4
3495,ŋɜ̀dɛ̀cí,1,ɜd-ɛc,1
3496,ŋàvə̀lɛ̀,1,avəl,1
3497,líbíl,1,ib,1
3498,lə́r̀dɛ̀,1,rd,1
3499,ɜ́dɛ̀cì,9,ɜd-ɛc,8
3500,íɾɔ̀vɛ́,2,ðə̀ɾɔ́v,2
3501,ìɾɔ̀vɛ́,1,ðə̀ɾɔ́v,1
3502,ŋùd̪ɔ́ŋɛ́,1,ud̪,1
3503,ŋə̀ðìnɔ́,7,ð-in,5
3504,ŋə̀r̀náɲà,2,rn,2
3505,ŋìbɛ̀cí,1,ib-ɛc,1
3506,ŋìbɛ̀cì,1,ib-ɛc,1
3507,ðɾɔ́v,1,ðə̀ɾɔ́v,1
3508,áŋìðìnɔ́,1,aŋ-ið-in,1
3509,rə́mànà,1,man,1
3510,ðíɲɔ́,2,ðiɲ(1),2
3511,ŋàɾìnɔ́,1,aɾ-in,1
3512,láŋə́lvə́lɛ̂ðàló,4,láŋə́lvə́lɛ̂ðàló,1
3513,ŋgáló,9,ŋgá,5
3514,lə̀və̀lɛ̀ðátɛ́,8,vəlɛð,4
3515,ávə̀lɛ̀ðìnɔ́,4,vəlɛð-in,1
3516,jɛ́və̀lɛ̀ðìnɔ́,2,vəlɛð-in,1
3517,kə̀və̀lɛ̀ðìnɔ́,1,vəlɛð-in,1
3518,ɲáláŋâ,4,ŋgá,3
3519,ŋíɾdɔ̀cɔ̀,3,iɾdɛc,3
3520,ŋácìt̪ɛ̀,1,ŋac-it̪,1
3521,rə̀t̪ɔ̀,1,t̪,1
3522,íɾdɛ̀cí,2,iɾdɛc,2
3523,lávə̀là,3,avəl,1
3524,lávt̪à,8,avt̪,4
3525,ládìjà,3,adij,1
3526,ládìjɔ́,3,adij,1
