file,begin,end,speaker,overall_log_likelihood,speech_log_likelihood,phone_duration_deviation,snr
16285,0.0,1.866,himidan,-61.6926961480615,-61.53110647201538,1.1268613422433156,8.740093916612063
11814,0.0,1.49,himidan,-52.37819840604027,-57.318490982055664,1.1268613010174395,3.3275741679820534
12804,0.0,2.08,himidan,-54.2934335561899,-52.33411045074463,1.1268613010174395,9.651010574985115
16721,0.0,1.1799375,himidan,-50.368892346398304,-51.02234601974487,1.1268612185656877,4.767755918646067
10180,0.0,1.46,himidan,-46.63184597067637,-49.88883647918701,1.1268606414034232,3.4895038460947703
3356,0.0,1.85,himidan,-43.44504328547297,-47.030734062194824,1.1129763904250447,9.059009513745673
2102,0.0,1.767,himidan,-55.28746248234463,-56.85610894595875,1.111531163056789,6.2817595127023935
10006,0.0,1.36,himidan,-46.974189309512866,-47.207775354385376,1.1059950336283255,7.449608589139801
11081,0.0,2.43,himidan,-45.29234182098765,-46.45859094099565,1.1051257491985027,12.046686231691575
10844,0.0,1.798,himidan,-39.047108289930556,-40.87559058449485,1.0992920278341407,10.982960511859426
14538,0.0,2.11,himidan,-42.09136181872038,-42.01755274897037,1.0969707827007886,7.199844657165956
3337,0.0,2.02,himidan,-47.174548460705445,-47.92641745673286,1.0771744235512042,11.05717602393536
12887,0.0,1.48,himidan,-59.02888777449324,-53.68239729745047,1.0719142235096344,5.14290399895159
9635,0.0,1.76,himidan,-53.64698375355113,-53.235696491442226,1.0269781824503754,9.424235565849274
12388,0.0,2.56,himidan,-64.30004119873047,-62.82594772338867,1.0000004967047362,7.127813196506459
5871,0.0,2.17,himidan,-56.3504149265553,-55.82064736407736,0.9267467416744619,8.413488797302865
14990,0.0,2.17,himidan,-45.302050331221196,-50.01912016027114,0.9267454742757508,10.997378947793614
19586,0.0,1.12,himidan,-42.62665230887277,-43.23716027396066,0.8778675730383105,10.364167634633244
15600,0.0,2.05,himidan,-48.75249618902439,-47.82599582672119,0.8237686531113988,8.67209718326495
5433,0.0,1.27,himidan,-40.76685531496063,-39.79843940734863,0.7287569636262458,3.428842873528705
